customer_id,region_id,node_id,start_id,end_date
7,2,5, 2020-04-08, 9999-12-31
8,1,3, 2020-04-26, 9999-12-31
8,1,2, 2020-01-15, 2020-01-28
8,1,1, 2020-01-29, 2020-02-12
8,1,5, 2020-02-13, 2020-02-16
8,1,5, 2020-02-17, 2020-03-13
8,1,1, 2020-03-14, 2020-04-04
8,1,5, 2020-04-05, 2020-04-25
9,4,5, 2020-01-21, 2020-01-25
9,4,4, 2020-01-26, 2020-02-03
9,4,5, 2020-02-04, 2020-02-19
9,4,1, 2020-02-20, 2020-03-07
9,4,1, 2020-03-08, 2020-03-22
9,4,1, 2020-03-23, 2020-04-02
9,4,3, 2020-04-03, 9999-12-31
10,3,4, 2020-01-13, 2020-01-14
10,3,1, 2020-01-15, 2020-01-30
10,3,2, 2020-01-31, 2020-02-02
10,3,5, 2020-02-03, 2020-02-24
10,3,3, 2020-02-25, 2020-03-17
10,3,1, 2020-03-18, 2020-03-18
10,3,2, 2020-03-19, 9999-12-31
11,2,5, 2020-01-19, 2020-01-25
11,2,3, 2020-01-26, 2020-01-30
11,2,1, 2020-01-31, 2020-02-20
11,2,3, 2020-02-21, 2020-03-14
11,2,1, 2020-03-15, 2020-03-20
11,2,5, 2020-03-21, 2020-03-23
11,2,5, 2020-03-24, 9999-12-31
12,1,3, 2020-01-28, 2020-02-18
12,1,2, 2020-01-13, 2020-01-14
12,1,2, 2020-01-15, 2020-01-17
12,1,1, 2020-01-18, 2020-01-27
12,1,1, 2020-02-19, 2020-02-20
12,1,4, 2020-02-21, 2020-02-29
12,1,3, 2020-03-01, 9999-12-31
13,2,3, 2020-01-02, 2020-01-14
13,2,4, 2020-01-15, 2020-01-24
13,2,5, 2020-01-25, 2020-02-21
13,2,3, 2020-02-22, 2020-03-01
13,2,1, 2020-03-02, 2020-03-08
13,2,1, 2020-03-09, 2020-04-05
13,2,4, 2020-04-06, 9999-12-31
14,1,2, 2020-01-25, 2020-01-25
14,1,1, 2020-01-26, 2020-02-04
14,1,5, 2020-02-05, 2020-02-05
14,1,1, 2020-02-06, 2020-02-24
14,1,3, 2020-02-25, 2020-03-11
14,1,5, 2020-03-12, 2020-03-29
14,1,4, 2020-03-30, 9999-12-31
15,1,3, 2020-01-25, 2020-02-08
15,1,1, 2020-02-09, 2020-02-23
15,1,3, 2020-02-24, 2020-03-11
15,1,1, 2020-03-12, 2020-03-17
15,1,2, 2020-03-18, 2020-04-10
15,1,3, 2020-04-11, 2020-04-16
15,1,3, 2020-04-17, 9999-12-31
16,4,4, 2020-01-13, 2020-01-18
16,4,2, 2020-01-19, 2020-02-16
16,4,4, 2020-02-17, 2020-03-05
16,4,5, 2020-03-06, 2020-03-31
16,4,4, 2020-04-01, 2020-04-07
16,4,5, 2020-04-08, 2020-04-16
16,4,1, 2020-04-17, 9999-12-31
17,2,3, 2020-01-19, 2020-01-27
17,2,2, 2020-01-28, 2020-02-23
17,2,2, 2020-02-24, 2020-03-05
17,2,2, 2020-03-06, 2020-03-10
17,2,3, 2020-03-11, 2020-03-20
17,2,4, 2020-03-21, 2020-04-19
17,2,1, 2020-04-20, 9999-12-31
18,1,3, 2020-01-17, 2020-02-15
18,1,1, 2020-02-16, 2020-02-19
18,1,3, 2020-02-20, 2020-03-10
18,1,1, 2020-03-11, 2020-03-25
18,1,2, 2020-03-26, 2020-04-12
18,1,1, 2020-04-13, 2020-05-06
18,1,5, 2020-05-07, 9999-12-31
19,2,2, 2020-01-17, 2020-02-06
19,2,4, 2020-02-07, 2020-02-15
19,2,2, 2020-02-16, 2020-02-22
19,2,1, 2020-02-23, 2020-03-09
19,2,3, 2020-03-10, 2020-03-21
19,2,4, 2020-03-22, 2020-03-26
19,2,3, 2020-03-27, 9999-12-31
20,2,4, 2020-01-18, 2020-02-09
20,2,3, 2020-02-10, 2020-03-10
20,2,5, 2020-03-11, 2020-03-21
20,2,1, 2020-03-22, 2020-04-04
20,2,3, 2020-04-05, 2020-04-15
20,2,1, 2020-04-16, 2020-04-24
20,2,3, 2020-04-25, 9999-12-31
21,3,2, 2020-01-12, 2020-01-25
21,3,1, 2020-01-26, 2020-02-22
21,3,2, 2020-02-23, 2020-02-26
21,3,2, 2020-02-27, 2020-03-07
21,3,4, 2020-03-08, 2020-04-01
21,3,5, 2020-04-02, 2020-04-24
21,3,4, 2020-04-25, 9999-12-31
22,4,3, 2020-01-19, 2020-02-18
22,4,5, 2020-02-19, 2020-02-21
22,4,3, 2020-02-22, 2020-02-22
22,4,1, 2020-02-23, 2020-03-23
22,4,5, 2020-03-24, 2020-04-01
22,4,1, 2020-04-02, 2020-04-23
22,4,3, 2020-04-24, 9999-12-31
23,1,5, 2020-01-21, 2020-02-15
23,1,4, 2020-02-16, 2020-03-12
23,1,1, 2020-03-13, 2020-03-28
23,1,2, 2020-03-29, 2020-04-18
23,1,2, 2020-04-19, 2020-05-11
23,1,5, 2020-05-12, 2020-05-13
23,1,2, 2020-05-14, 9999-12-31
24,2,1, 2020-05-20, 2020-06-10
24,2,5, 2020-01-26, 2020-02-14
24,2,3, 2020-02-15, 2020-03-06
24,2,1, 2020-03-07, 2020-03-27
24,2,1, 2020-03-28, 2020-04-26
24,2,1, 2020-04-27, 2020-05-19
24,2,5, 2020-06-11, 9999-12-31
25,5,1, 2020-01-28, 2020-02-10
25,5,1, 2020-02-11, 2020-02-16
25,5,3, 2020-02-17, 2020-03-17
25,5,2, 2020-03-18, 2020-03-29
25,5,5, 2020-03-30, 2020-04-22
25,5,4, 2020-04-23, 2020-05-05
25,5,1, 2020-05-06, 9999-12-31
26,3,3, 2020-01-17, 2020-01-25
26,3,3, 2020-01-26, 2020-02-17
26,3,1, 2020-02-18, 2020-03-08
26,3,3, 2020-03-09, 2020-03-31
26,3,3, 2020-04-01, 2020-04-11
26,3,3, 2020-04-12, 2020-05-11
26,3,3, 2020-05-12, 9999-12-31
27,4,3, 2020-01-01, 2020-01-22
27,4,3, 2020-01-23, 2020-01-25
27,4,4, 2020-01-26, 2020-02-20
27,4,4, 2020-02-21, 2020-03-14
27,4,1, 2020-03-15, 2020-04-01
27,4,1, 2020-04-02, 2020-04-05
27,4,5, 2020-04-06, 9999-12-31
28,4,5, 2020-02-21, 2020-02-23
28,4,2, 2020-01-20, 2020-02-13
28,4,4, 2020-02-14, 2020-02-20
28,4,3, 2020-02-24, 2020-03-02
28,4,4, 2020-03-03, 2020-03-25
28,4,5, 2020-03-26, 2020-03-26
28,4,1, 2020-03-27, 9999-12-31
29,2,3, 2020-01-19, 2020-01-31
29,2,1, 2020-02-01, 2020-02-17
29,2,3, 2020-02-18, 2020-02-28
29,2,4, 2020-02-29, 2020-03-04
29,2,5, 2020-03-05, 2020-03-27
29,2,4, 2020-03-28, 2020-04-20
29,2,3, 2020-04-21, 9999-12-31
30,2,1, 2020-01-26, 2020-02-06
30,2,5, 2020-02-07, 2020-02-26
30,2,1, 2020-02-27, 2020-03-23
30,2,5, 2020-03-24, 2020-04-20
30,2,5, 2020-04-21, 2020-04-30
30,2,3, 2020-05-01, 2020-05-09
30,2,4, 2020-05-10, 9999-12-31
31,3,2, 2020-01-06, 2020-01-13
31,3,4, 2020-01-14, 2020-02-12
31,3,3, 2020-02-13, 2020-02-25
31,3,3, 2020-02-26, 2020-03-17
31,3,1, 2020-03-18, 2020-04-10
31,3,5, 2020-04-11, 2020-04-11
31,3,3, 2020-04-12, 9999-12-31
32,4,4, 2020-01-12, 2020-01-14
32,4,4, 2020-01-15, 2020-02-07
32,4,1, 2020-02-08, 2020-02-15
32,4,3, 2020-02-16, 2020-02-28
32,4,5, 2020-02-29, 2020-03-05
32,4,5, 2020-03-06, 2020-04-03
32,4,2, 2020-04-04, 9999-12-31
33,3,4, 2020-01-24, 2020-02-17
33,3,4, 2020-02-18, 2020-03-05
33,3,5, 2020-03-06, 2020-03-27
33,3,4, 2020-03-28, 2020-04-26
33,3,3, 2020-04-27, 2020-05-01
33,3,5, 2020-05-02, 2020-05-04
33,3,4, 2020-05-05, 9999-12-31
34,2,3, 2020-01-30, 2020-02-18
34,2,2, 2020-02-19, 2020-02-25
34,2,3, 2020-02-26, 2020-02-26
34,2,5, 2020-02-27, 2020-03-10
34,2,3, 2020-03-11, 2020-04-06
34,2,5, 2020-04-07, 2020-04-22
34,2,2, 2020-04-23, 9999-12-31
35,4,5, 2020-01-17, 2020-02-15
35,4,4, 2020-02-16, 2020-03-08
35,4,2, 2020-03-09, 2020-03-16
35,4,3, 2020-03-17, 2020-04-12
35,4,3, 2020-04-13, 2020-04-27
35,4,4, 2020-04-28, 2020-05-15
35,4,5, 2020-05-16, 9999-12-31
36,2,3, 2020-01-30, 2020-02-19
36,2,1, 2020-02-20, 2020-02-25
36,2,4, 2020-02-26, 2020-03-19
36,2,2, 2020-03-20, 2020-04-01
36,2,4, 2020-04-02, 2020-04-16
36,2,1, 2020-04-17, 2020-04-17
36,2,4, 2020-04-18, 9999-12-31
37,1,3, 2020-01-29, 2020-02-04
37,1,3, 2020-02-05, 2020-02-24
37,1,4, 2020-02-25, 2020-02-26
37,1,4, 2020-02-27, 2020-02-29
37,1,5, 2020-03-01, 2020-03-06
37,1,4, 2020-03-07, 2020-03-25
37,1,4, 2020-03-26, 9999-12-31
38,5,1, 2020-01-21, 2020-02-14
38,5,4, 2020-02-15, 2020-02-21
38,5,1, 2020-02-22, 2020-02-22
38,5,1, 2020-02-23, 2020-02-26
38,5,1, 2020-02-27, 2020-03-17
38,5,1, 2020-03-18, 2020-03-21
38,5,3, 2020-03-22, 9999-12-31
39,5,2, 2020-01-22, 2020-01-23
39,5,1, 2020-01-24, 2020-01-26
39,5,5, 2020-01-27, 2020-02-22
39,5,2, 2020-02-23, 2020-03-17
39,5,5, 2020-03-18, 2020-04-08
39,5,4, 2020-04-09, 2020-04-23
39,5,4, 2020-04-24, 9999-12-31
40,2,4, 2020-03-15, 2020-03-29
40,2,1, 2020-01-21, 2020-02-17
40,2,2, 2020-02-18, 2020-02-21
40,2,2, 2020-02-22, 2020-03-04
40,2,3, 2020-03-05, 2020-03-14
40,2,1, 2020-03-30, 2020-04-10
40,2,3, 2020-04-11, 9999-12-31
41,5,1, 2020-01-30, 2020-02-26
41,5,2, 2020-02-27, 2020-03-23
41,5,1, 2020-03-24, 2020-03-31
41,5,2, 2020-04-01, 2020-04-06
41,5,4, 2020-04-07, 2020-04-30
41,5,4, 2020-05-01, 2020-05-28
41,5,5, 2020-05-29, 9999-12-31
42,4,3, 2020-01-11, 2020-01-16
42,4,3, 2020-01-17, 2020-02-03
42,4,4, 2020-02-04, 2020-02-28
42,4,1, 2020-02-29, 2020-03-29
42,4,5, 2020-03-30, 2020-04-21
42,4,3, 2020-04-22, 2020-05-17
42,4,4, 2020-05-18, 9999-12-31
43,2,2, 2020-01-28, 2020-02-25
43,2,4, 2020-02-26, 2020-03-02
43,2,2, 2020-03-03, 2020-03-03
43,2,1, 2020-03-04, 2020-03-11
43,2,1, 2020-03-12, 2020-03-16
43,2,3, 2020-03-17, 2020-03-29
43,2,2, 2020-03-30, 9999-12-31
44,3,2, 2020-02-10, 2020-02-20
44,3,1, 2020-01-19, 2020-02-09
44,3,4, 2020-02-21, 2020-03-18
44,3,3, 2020-03-19, 2020-04-08
44,3,2, 2020-04-09, 2020-05-07
44,3,2, 2020-05-08, 2020-05-23
44,3,2, 2020-05-24, 9999-12-31
45,2,1, 2020-01-14, 2020-02-08
45,2,1, 2020-02-09, 2020-02-29
45,2,1, 2020-03-01, 2020-03-21
45,2,2, 2020-03-22, 2020-04-11
45,2,4, 2020-04-12, 2020-04-15
45,2,2, 2020-04-16, 2020-04-21
45,2,1, 2020-04-22, 9999-12-31
46,1,4, 2020-01-23, 2020-01-26
46,1,1, 2020-01-27, 2020-02-16
46,1,2, 2020-02-17, 2020-03-15
46,1,5, 2020-03-16, 2020-04-12
46,1,2, 2020-04-13, 2020-04-16
46,1,4, 2020-04-17, 2020-04-21
46,1,4, 2020-04-22, 9999-12-31
47,5,4, 2020-01-22, 2020-01-26
47,5,1, 2020-01-27, 2020-01-28
47,5,5, 2020-01-29, 2020-02-01
47,5,2, 2020-02-02, 2020-02-28
47,5,5, 2020-02-29, 2020-03-14
47,5,1, 2020-03-15, 2020-04-02
47,5,4, 2020-04-03, 9999-12-31
48,5,2, 2020-01-01, 2020-01-18
48,5,4, 2020-01-19, 2020-02-01
48,5,1, 2020-02-02, 2020-02-29
48,5,4, 2020-03-01, 2020-03-03
48,5,2, 2020-03-04, 2020-04-01
48,5,1, 2020-04-02, 2020-04-30
48,5,5, 2020-05-01, 9999-12-31
49,2,5, 2020-01-04, 2020-01-09
49,2,4, 2020-01-10, 2020-02-01
49,2,4, 2020-02-02, 2020-02-11
49,2,5, 2020-02-12, 2020-02-17
49,2,1, 2020-02-18, 2020-02-24
49,2,3, 2020-02-25, 2020-03-21
49,2,3, 2020-03-22, 9999-12-31
50,2,5, 2020-01-29, 2020-02-06
50,2,4, 2020-02-07, 2020-02-25
50,2,5, 2020-02-26, 2020-03-07
50,2,1, 2020-03-08, 2020-03-27
50,2,5, 2020-03-28, 2020-03-31
50,2,4, 2020-04-01, 2020-04-21
50,2,4, 2020-04-22, 9999-12-31
51,1,3, 2020-01-20, 2020-02-02
51,1,5, 2020-02-03, 2020-02-16
51,1,2, 2020-02-17, 2020-02-17
51,1,5, 2020-02-18, 2020-03-05
51,1,5, 2020-03-06, 2020-04-01
51,1,2, 2020-04-02, 2020-04-10
51,1,1, 2020-04-11, 9999-12-31
52,5,4, 2020-04-17, 9999-12-31
52,5,2, 2020-01-12, 2020-01-26
52,5,2, 2020-01-27, 2020-02-02
52,5,3, 2020-02-03, 2020-02-29
52,5,1, 2020-03-01, 2020-03-22
52,5,4, 2020-03-23, 2020-04-08
52,5,5, 2020-04-09, 2020-04-16
53,4,1, 2020-01-24, 2020-01-29
53,4,3, 2020-01-30, 2020-02-01
53,4,1, 2020-02-02, 2020-02-04
53,4,3, 2020-02-05, 2020-02-29
53,4,1, 2020-03-01, 2020-03-21
53,4,1, 2020-03-22, 2020-04-08
53,4,2, 2020-04-09, 9999-12-31
54,4,1, 2020-01-09, 2020-01-29
54,4,3, 2020-01-30, 2020-02-21
54,4,2, 2020-02-22, 2020-03-20
54,4,5, 2020-03-21, 2020-04-18
54,4,2, 2020-04-19, 2020-05-13
54,4,4, 2020-05-14, 2020-05-27
54,4,1, 2020-05-28, 9999-12-31
55,5,5, 2020-01-25, 2020-02-07
55,5,5, 2020-02-08, 2020-02-18
55,5,2, 2020-02-19, 2020-03-14
55,5,1, 2020-03-15, 2020-03-16
55,5,3, 2020-03-17, 2020-04-12
55,5,3, 2020-04-13, 2020-04-16
55,5,5, 2020-04-17, 9999-12-31
56,4,2, 2020-02-16, 2020-03-02
56,4,4, 2020-01-18, 2020-01-20
56,4,1, 2020-01-21, 2020-01-23
56,4,1, 2020-01-24, 2020-02-15
56,4,1, 2020-03-03, 2020-03-06
56,4,1, 2020-03-07, 2020-03-21
56,4,2, 2020-03-22, 9999-12-31
57,5,5, 2020-01-06, 2020-01-28
57,5,5, 2020-01-29, 2020-02-27
57,5,2, 2020-02-28, 2020-03-18
57,5,3, 2020-03-19, 2020-03-24
57,5,4, 2020-03-25, 2020-03-28
57,5,3, 2020-03-29, 2020-04-27
57,5,3, 2020-04-28, 9999-12-31
58,3,2, 2020-01-11, 2020-01-31
58,3,1, 2020-02-01, 2020-02-17
58,3,1, 2020-02-18, 2020-02-24
58,3,2, 2020-02-25, 2020-02-26
58,3,3, 2020-02-27, 2020-03-20
58,3,5, 2020-03-21, 2020-04-12
58,3,4, 2020-04-13, 9999-12-31
59,3,1, 2020-01-20, 2020-02-03
59,3,5, 2020-02-04, 2020-03-03
59,3,3, 2020-03-04, 2020-03-04
59,3,3, 2020-03-05, 2020-03-09
59,3,3, 2020-03-10, 2020-04-04
59,3,5, 2020-04-05, 2020-04-30
59,3,5, 2020-05-01, 9999-12-31
60,5,5, 2020-01-19, 2020-01-20
60,5,3, 2020-01-21, 2020-01-22
60,5,3, 2020-01-23, 2020-02-04
60,5,1, 2020-02-05, 2020-02-15
60,5,3, 2020-02-16, 2020-02-28
60,5,2, 2020-02-29, 2020-03-06
60,5,3, 2020-03-07, 9999-12-31
61,4,5, 2020-01-21, 2020-01-26
61,4,3, 2020-01-27, 2020-02-03
61,4,5, 2020-02-04, 2020-02-09
61,4,2, 2020-02-10, 2020-03-06
61,4,4, 2020-03-07, 2020-03-15
61,4,5, 2020-03-16, 2020-03-22
61,4,3, 2020-03-23, 9999-12-31
62,2,1, 2020-01-16, 2020-02-11
62,2,5, 2020-02-12, 2020-02-26
62,2,1, 2020-02-27, 2020-03-14
62,2,1, 2020-03-15, 2020-04-08
62,2,2, 2020-04-09, 2020-04-11
62,2,1, 2020-04-12, 2020-04-22
62,2,3, 2020-04-23, 9999-12-31
63,1,3, 2020-01-06, 2020-02-01
63,1,3, 2020-02-02, 2020-02-17
63,1,3, 2020-02-18, 2020-03-06
63,1,3, 2020-03-07, 2020-03-22
63,1,5, 2020-03-23, 2020-04-06
63,1,2, 2020-04-07, 2020-05-05
63,1,1, 2020-05-06, 9999-12-31
64,2,3, 2020-01-08, 2020-01-24
64,2,2, 2020-01-25, 2020-02-05
64,2,4, 2020-02-06, 2020-02-23
64,2,4, 2020-02-24, 2020-03-13
64,2,5, 2020-03-14, 2020-03-30
64,2,4, 2020-03-31, 2020-04-26
64,2,1, 2020-04-27, 9999-12-31
65,1,3, 2020-01-26, 2020-02-17
65,1,5, 2020-02-18, 2020-02-27
65,1,2, 2020-02-28, 2020-03-27
65,1,3, 2020-03-28, 2020-04-25
65,1,2, 2020-04-26, 2020-05-14
65,1,5, 2020-05-15, 2020-05-29
65,1,4, 2020-05-30, 9999-12-31
66,1,2, 2020-01-16, 2020-02-06
66,1,2, 2020-02-07, 2020-02-25
66,1,1, 2020-02-26, 2020-03-24
66,1,4, 2020-03-25, 2020-04-19
66,1,2, 2020-04-20, 2020-05-12
66,1,2, 2020-05-13, 2020-06-07
66,1,4, 2020-06-08, 9999-12-31
67,3,3, 2020-01-22, 2020-02-14
67,3,4, 2020-02-15, 2020-02-22
67,3,4, 2020-02-23, 2020-02-28
67,3,3, 2020-02-29, 2020-03-17
67,3,1, 2020-03-18, 2020-03-19
67,3,4, 2020-03-20, 2020-04-11
67,3,5, 2020-04-12, 9999-12-31
68,3,2, 2020-05-08, 2020-05-29
68,3,3, 2020-01-20, 2020-02-18
68,3,2, 2020-02-19, 2020-03-09
68,3,1, 2020-03-10, 2020-04-05
68,3,3, 2020-04-06, 2020-04-23
68,3,5, 2020-04-24, 2020-05-07
68,3,5, 2020-05-30, 9999-12-31
69,1,1, 2020-01-10, 2020-02-09
69,1,1, 2020-02-10, 2020-03-02
69,1,2, 2020-03-03, 2020-03-05
69,1,4, 2020-03-06, 2020-03-15
69,1,5, 2020-03-16, 2020-03-28
69,1,2, 2020-03-29, 2020-04-17
69,1,4, 2020-04-18, 9999-12-31
70,3,3, 2020-01-08, 2020-01-22
70,3,2, 2020-01-23, 2020-02-06
70,3,5, 2020-02-07, 2020-02-13
70,3,3, 2020-02-14, 2020-02-28
70,3,5, 2020-02-29, 2020-03-13
70,3,5, 2020-03-14, 2020-04-03
70,3,5, 2020-04-04, 9999-12-31
71,1,3, 2020-01-14, 2020-01-31
71,1,5, 2020-02-01, 2020-02-09
71,1,2, 2020-02-10, 2020-03-04
71,1,4, 2020-03-05, 2020-03-23
71,1,5, 2020-03-24, 2020-04-10
71,1,3, 2020-04-11, 2020-04-27
71,1,1, 2020-04-28, 9999-12-31
72,3,1, 2020-03-02, 2020-03-03
72,3,2, 2020-01-20, 2020-02-16
72,3,5, 2020-02-17, 2020-03-01
72,3,5, 2020-03-04, 2020-03-14
72,3,3, 2020-03-15, 2020-03-29
72,3,5, 2020-03-30, 2020-04-18
72,3,4, 2020-04-19, 9999-12-31
73,1,1, 2020-01-06, 2020-01-24
73,1,2, 2020-01-25, 2020-02-22
73,1,3, 2020-02-23, 2020-02-29
73,1,5, 2020-03-01, 2020-03-25
73,1,3, 2020-03-26, 2020-04-20
73,1,2, 2020-04-21, 2020-04-28
73,1,5, 2020-04-29, 9999-12-31
74,5,1, 2020-01-13, 2020-02-06
74,5,1, 2020-02-07, 2020-02-12
74,5,4, 2020-02-13, 2020-03-08
74,5,4, 2020-03-09, 2020-03-21
74,5,2, 2020-03-22, 2020-04-03
74,5,3, 2020-04-04, 2020-05-02
74,5,4, 2020-05-03, 9999-12-31
75,4,5, 2020-01-22, 2020-01-30
75,4,4, 2020-01-31, 2020-02-01
75,4,1, 2020-02-02, 2020-02-28
75,4,3, 2020-02-29, 2020-03-16
75,4,1, 2020-03-17, 2020-04-02
75,4,1, 2020-04-03, 2020-04-09
75,4,3, 2020-04-10, 9999-12-31
76,2,1, 2020-01-04, 2020-02-03
76,2,4, 2020-02-04, 2020-02-27
76,2,3, 2020-02-28, 2020-03-20
76,2,1, 2020-03-21, 2020-03-29
76,2,3, 2020-03-30, 2020-04-11
76,2,1, 2020-04-12, 2020-04-24
76,2,4, 2020-04-25, 9999-12-31
77,5,4, 2020-01-08, 2020-01-16
77,5,1, 2020-01-17, 2020-02-03
77,5,1, 2020-02-04, 2020-02-27
77,5,3, 2020-02-28, 2020-03-25
77,5,4, 2020-03-26, 2020-04-13
77,5,2, 2020-04-14, 2020-04-19
77,5,3, 2020-04-20, 9999-12-31
78,5,3, 2020-01-28, 2020-01-29
78,5,2, 2020-01-30, 2020-02-14
78,5,2, 2020-02-15, 2020-03-13
78,5,3, 2020-03-14, 2020-04-12
78,5,5, 2020-04-13, 2020-05-05
78,5,4, 2020-05-06, 2020-05-10
78,5,5, 2020-05-11, 9999-12-31
79,1,5, 2020-01-29, 2020-02-05
79,1,5, 2020-02-06, 2020-02-23
79,1,1, 2020-02-24, 2020-02-25
79,1,4, 2020-02-26, 2020-03-08
79,1,4, 2020-03-09, 2020-04-05
79,1,1, 2020-04-06, 2020-04-10
79,1,5, 2020-04-11, 9999-12-31
80,4,3, 2020-01-25, 2020-02-16
80,4,2, 2020-02-17, 2020-03-04
80,4,5, 2020-03-05, 2020-04-03
80,4,1, 2020-04-04, 2020-04-29
80,4,5, 2020-04-30, 2020-05-23
80,4,3, 2020-05-24, 2020-06-14
80,4,3, 2020-06-15, 9999-12-31
81,1,5, 2020-01-25, 2020-02-04
81,1,3, 2020-02-05, 2020-03-05
81,1,1, 2020-03-06, 2020-03-17
81,1,1, 2020-03-18, 2020-04-05
81,1,5, 2020-04-06, 2020-04-27
81,1,4, 2020-04-28, 2020-05-23
81,1,5, 2020-05-24, 9999-12-31
82,2,5, 2020-01-09, 2020-02-01
82,2,1, 2020-02-02, 2020-02-07
82,2,2, 2020-02-08, 2020-02-20
82,2,1, 2020-02-21, 2020-03-15
82,2,5, 2020-03-16, 2020-03-31
82,2,5, 2020-04-01, 2020-04-05
82,2,3, 2020-04-06, 9999-12-31
83,2,1, 2020-01-09, 2020-02-01
83,2,5, 2020-02-02, 2020-02-25
83,2,1, 2020-02-26, 2020-03-02
83,2,1, 2020-03-03, 2020-03-03
83,2,2, 2020-03-04, 2020-03-07
83,2,1, 2020-03-08, 2020-03-22
83,2,5, 2020-03-23, 9999-12-31
84,1,3, 2020-03-15, 2020-04-12
84,1,4, 2020-01-23, 2020-02-06
84,1,2, 2020-02-07, 2020-02-11
84,1,4, 2020-02-12, 2020-02-19
84,1,1, 2020-02-20, 2020-03-14
84,1,5, 2020-04-13, 2020-05-01
84,1,5, 2020-05-02, 9999-12-31
85,5,5, 2020-01-11, 2020-01-26
85,5,5, 2020-01-27, 2020-02-23
85,5,4, 2020-02-24, 2020-03-17
85,5,2, 2020-03-18, 2020-03-24
85,5,3, 2020-03-25, 2020-04-21
85,5,5, 2020-04-22, 2020-04-26
85,5,4, 2020-04-27, 9999-12-31
86,4,3, 2020-01-03, 2020-01-25
86,4,2, 2020-01-26, 2020-02-07
86,4,2, 2020-02-08, 2020-03-04
86,4,3, 2020-03-05, 2020-03-06
86,4,2, 2020-03-07, 2020-03-22
86,4,2, 2020-03-23, 2020-03-23
86,4,3, 2020-03-24, 9999-12-31
87,2,5, 2020-01-13, 2020-02-03
87,2,2, 2020-02-04, 2020-02-17
87,2,3, 2020-02-18, 2020-02-24
87,2,1, 2020-02-25, 2020-03-06
87,2,3, 2020-03-07, 2020-03-27
87,2,5, 2020-03-28, 2020-04-05
87,2,2, 2020-04-06, 9999-12-31
88,3,1, 2020-02-04, 2020-02-23
88,3,2, 2020-01-12, 2020-02-03
88,3,4, 2020-02-24, 2020-03-15
88,3,5, 2020-03-16, 2020-03-29
88,3,3, 2020-03-30, 2020-04-15
88,3,5, 2020-04-16, 2020-05-05
88,3,2, 2020-05-06, 9999-12-31
89,5,2, 2020-01-25, 2020-02-02
89,5,2, 2020-02-03, 2020-02-14
89,5,2, 2020-02-15, 2020-03-04
89,5,3, 2020-03-05, 2020-03-09
89,5,4, 2020-03-10, 2020-03-30
89,5,1, 2020-03-31, 2020-04-16
89,5,4, 2020-04-17, 9999-12-31
90,4,1, 2020-01-19, 2020-02-08
90,4,1, 2020-02-09, 2020-02-22
90,4,3, 2020-02-23, 2020-03-14
90,4,4, 2020-03-15, 2020-03-27
90,4,5, 2020-03-28, 2020-04-10
90,4,2, 2020-04-11, 2020-04-22
90,4,1, 2020-04-23, 9999-12-31
91,4,3, 2020-01-11, 2020-01-21
91,4,2, 2020-01-22, 2020-02-17
91,4,4, 2020-02-18, 2020-02-27
91,4,1, 2020-02-28, 2020-03-19
